A,B,C,D,E,F,G,H,I,J
整租永旺旁精装复式一房一厅，楼龄新交通便利，超高性价比,1200,时代风华(商住楼),整租,朝北,有电梯,,1室1厅33平米,增城新塘 荔新十二路101号,https://gz.zu.anjuke.com/fangyuan/3560724995548170?isauction=2&shangquan_id=6526&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHNOnW9YrjT3nj9YPHNKTHndPWTLnWEOrHNdPj9QP1TKnHTznjTKnHTznjTKnikQnTD1THDLnWELPW0YnWcLPjNKPjbKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjnLPj0znW0Onj93n1n1nTDvTEDQTH-buHmzn1NOsyR-njbVPAw-uadBuHDzsyE1mvc1njN1uWu6m9DQrjc3n10YP1czrj0kPH0dnHTdTHD3nW91P1ELnWcOnj91nHDdPHcKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHKWm17WPANYsHNOPWnVPjb3uaYOPhc1sH-BPWmzrH0kuhPBmEDKPTDKTHTKnzkvPHcYsjmdnWmKnE78IyQ_TyEYnWbzrAcQmWTLuhubn1n&lego_tid=0cc1c4e4-5963-498d-96b3-9b662970fcba&psid=6fd4e1a5192a4d36b65a104de2c3b702
6 号线柯木塱 阳光大单间 价格实惠 空气清新,890,柯木塱新元大街小区,整租,南北,6号线,,1室0厅30平米,天河柯木塱 新元大街二巷3-3号,https://gz.zu.anjuke.com/fangyuan/3679489564023809?isauction=2&shangquan_id=12993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKPWczrjnYrj9LPjcvP1cKTHnvP1bYrjbdPWEknWn3njbKrHbknTDLrHTkTHD_nHTKnkDQP1cYP1mLPjczP1EdTHNkTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9Ynjc1PWN3P1b3PH0QPHnKP9DKnEDLuyNYPvwBrad-m1DQsHEdPHNVrjRbnBdBn1b1nyPBmWT3njDKnH9zrjEknWnvPHbvP1bYnHm1nkDQrjc3PjTzn1mdrHnYn1bQnWbvTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDYuANYnHK6naY1uhnvsHEvmhNVrAuhPaYdPvPBrHNzPWEzmvDKTHEKTEDkTHn_nHmdPakQnWbOnkDQTyOdUAkKPH-bujTLPj0QPjDdrHKbnT&lego_tid=4de410a0-3fc6-46be-8ff4-57cb952642ca&psid=6fd4e1a5192a4d36b65a104de2c3b702
智慧城地铁站附近，精装修房，楼下吃喝，交通便利，拎包即可入住,1880,小新塘大未来,独立单间,合租,朝南,有电梯,1室0厅45平米,天河小新塘 新泰街,https://gz.zu.anjuke.com/fangyuan/3367853372776451?isauction=2&shangquan_id=6382&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKrHD1PjTzrj9vn1NOn1cKTHn1PW03PHn1P1cLP1mYPHDKP1NknTDvnjTkTHD_nHTKnkDQP1cYP1mLPjczP1EdTHNQTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91rjTOn1D3rjn1nW0YrjbKP9DKnEDvuhF6PjnLuBYYmW0zsHEQm1NVmW91niYQmvnYuWcdmWTkuWbKnH9zrjn3njb1nHbvn1TQnHTLn9DQrjc3n19krHnQrHNYPWm1PjcdTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHcKXLYKnHTkn1mKnHTknHmvPT76PHmknA7bridWn1cvsHwWrjmVmWPWmiYkmHEzPWEYPywWPvcKTHEKTEDkTHn_nHmdPakvn19zTHDKUMR_UTDQmWTvnj6BPhDQnWT3nvuW&lego_tid=a5600ad9-c326-4c86-b3ca-0a426445dc7b&psid=6fd4e1a5192a4d36b65a104de2c3b702
品质小区 东荣翰林院 精装电梯三房 舒适安静 看房方便,4600,东荣翰林苑,整租,南北,有电梯,,3室1厅87.8平米,天河长兴 长兴路297-299号,https://gz.zu.anjuke.com/fangyuan/3690895536118798?isauction=2&shangquan_id=6379&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnWD1n1NdnjTkPjNdP1NKTHnvrHT3rHNdn1mQnH9LrH9KnHcvnjTKnHcvnjTKnikQnTD1THDLnWELPW0YnWcLPjNKPHcKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjcdPjn3PjbkPjTkn1N3P9DvTEDQTyDzmhwhP1-6sHPBnHmVPjEOnzYOrHTLsHu6mWF6m1RBPWTvPEDQrjc3nWNYn19YrH0QnHTknHmkTHD3nW9zPHE1rjEOPjNOP1b1rHnKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTyNOnhE3nhcOsyc1nhmVPjFWmzYOuyP-syDYnhmknhRBPAw6P9DKPTDKTHTKnzkQPWNYsjm1P1bKnE78IyQ_TyE1n1mzmHmknycvujm1rj9&lego_tid=e92d82b9-b32f-42cc-9ece-a42f02eb4da6&psid=6fd4e1a5192a4d36b65a104de2c3b702
拎包入住随时可以看房,1800,碧桂园城市花园,整租,朝南,有电梯,21号线,3室2厅125.9平米,增城朱村 朱村街,https://gz.zu.anjuke.com/fangyuan/3686814123484163?isauction=2&shangquan_id=27723&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKP1bdPHc1n1NQPH0zP1NKTHnvrjm3nHEQnWnYrjEQPWnKnHTvnjTKnHTvnjTKnikQnTD1THDLnWELPW0YnWcLPjNKPHnKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjn1nHc3P1b3n10YnWbLPkDvTEDQTHD3uAmvrAEQsH6BuycVPjbYmidBnHK6syD1m1PbPv7BPymvnTDQrjc3n1nQnW93njNOnWEYPHEdTHD3nW91n1Dzrj9knWNvP103nWEKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHwWP1Nvmy7hsHI6nAmVPj0dmBd6nj7hsHPBPAwhmhRBnvDdPTDKPTDKTHTKnzkvPHcYsjcLP1c1THDKUMR_UTDduhRWnvDQnh7brHDYP1bd&lego_tid=4c756aaf-7a0f-475b-a01f-3b4dfbeb3a54&psid=6fd4e1a5192a4d36b65a104de2c3b702
6 号线柯木塱 电梯精装阳台一房一厅 ，家电齐全 拎包入住,1300,柯木塱新村东街自建房,整租,南北,6号线,,1室0厅46平米,天河柯木塱 柯木塱新村东街一巷5-3号,https://gz.zu.anjuke.com/fangyuan/3675320408169484?isauction=2&shangquan_id=12993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKPWczrjnYrj9LPjcvP1cKTHnvP1N1nWTYnj9QPWbYrjEKrHbknTDLrHTkTHD_nHTKnkDQP1cYP1mLPjczP1EdTHNYTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9zrHDvnWT3PjE1rj91PHcKP9DKnE7BnjIBmHKWPzdWuHTvsHEdnAmVmW-WraYLnH66PjPWnHIhPWTKnH9zrjcOnHmznjbQrH93rHbznEDQrjc3nWbQPWckrjb3rHDknWT3TEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPT7bnHu6uADQraYvnvEksHE3PWcVmhubPzYvmWwbP1mLrjEznycKTHEKTEDkTHn_nHmdPakQnWbOnkDQTyOdUAkKPW9znWbknvDzrynYujc1mE&lego_tid=d16ada18-63d0-4862-bfd7-6b4d7678421b&psid=6fd4e1a5192a4d36b65a104de2c3b702
靠路边的全新温馨一房一厅 可养宠物 拎包入住,1380,上胜大厦,整租,东北,有电梯,2/14号线/3号线(北延段),1室1厅50平米,白云嘉禾望岗 望岗荷木岭街,https://gz.zu.anjuke.com/fangyuan/3560904884133903?isauction=2&shangquan_id=12290&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKPWEYrHnQP1TznHNQrjnKTHndPWTOnjE3rjEQn1nOnjnKnHDQnjTKrjbknTDQsjDkTHnKnH0zPj0vP1EznW0YPEDdPE7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3Pjc3PHbknWckn1mOrHcQTHmKTHDKmHFWPyPhuhDVuARbnzYYmWTksyc3uAcVmWEQnW9OuhNLP1-bTHD3nW9YnW9drHT1nj9YPHT1njEKnH9zrjEzrjNOnjc3P1ELnjNOn9DKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKryNdPyuhryDVP1TQPiYYnHIbsyD3uHTVnWbdm1R6m17-njR6TEDYTEDKnTD1sjDvPHb_nHczrHTKnE78IyQ_THD1PjTQnHEvrH-hnW-WnhN&lego_tid=9e55ff9a-7015-417d-a8e0-295c5ac1e05a&psid=6fd4e1a5192a4d36b65a104de2c3b702
白云大道北地铁100米 近安华汇精装小区公寓一房一厅带阳台,1380,磨溪小区,整租,朝南,有电梯,2号线/3号线(北延段),1室1厅50平米,白云永泰 同泰路86号,https://gz.zu.anjuke.com/fangyuan/3686858924433417?isauction=2&shangquan_id=6742&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKrjDOnHbOP1Nzn1ndP1TKTHnvrjm3PH9OnWEYn1nYnH0KnHDzrH9KrHTknTDQsjDkTHnKnH0zPj0vP1EznW0YPEDdP97AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3njmYnHD3njEdP1ckPH0vTHmKTHDKPvEOnH7BrjNVmyR6mzYYmvEYsycOmWmVP1bYnANYnW0zPvEdTHD3nW9kPWEQnH9QnWbvnjmvPHmKnH9zrjTvPjDQrjTOnH9Orj93nTDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKuH9vnWFhuAEVnWcLniYYrH01sH93PHNVm103nhRhmWPhrj03TEDYTEDKnTD1sjDvPHb_PW0Yn9DQTyOdUAkKnWN1PhwBPhcznH9vmWmvrT&lego_tid=e8622fdd-2271-4973-8855-c782efb3f878&psid=6fd4e1a5192a4d36b65a104de2c3b702
星汇云城 4室1厅1卫  电梯房 93平米,7500,星汇云城,整租,朝南,有电梯,,4室1厅93.1平米,白云同和 同宝路段163号,https://gz.zu.anjuke.com/fangyuan/3676847431506946?isauction=2&shangquan_id=1737&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKrHDQnjTzn1cOnjcOPWDKTHnvP1m3Pj0Yn1DdnjmOPjmKnHDOnjTKnHDOnjTKnikQnTD1THDLnWELPW0YnWcLPjNKPH0KwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zP1bvnWmYn101PjbkPj91n9DvTEDQTHDYnWnYm1--sHF-mHTVPjn1nBd6uhNOsyNYnvmvPWDvuhE1rEDQrjcLrHmzPWEdnHDYrjnkrjEOTHD3nW0OPWcvPjNkrjNYPWmvnWNKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTymznWDLP1nLsHN1ujEVPAcQmzYOnAczsHnQPvNQnH6-myRhrTDKPTDKTHTKnzkQPWNOsjDLn10KnE78IyQ_TyEYPywBuhckP1RbrHczrjN&lego_tid=f2217737-53d4-4b1c-90b2-317e118eaef8&psid=6fd4e1a5192a4d36b65a104de2c3b702
天河北 鸿翔大厦 正规一房一厅 近华师地铁 急租 拎包入住,3300,鸿翔大厦,整租,朝南,有电梯,3号线/3号线(北延段)/APM线,1室1厅42.2平米,天河龙口东 天河北路615号,https://gz.zu.anjuke.com/fangyuan/3685214193064964?isauction=2&shangquan_id=11437&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKP1NdPHczPjN3njE1nWnKTHnvrjNznHEQrHnkPWEOPWEKnH0YnjTKnHn3rHbKnikQnTD1THDLnWELPW0YnWcLPjNKPH9KwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjcYn1n3rjTvn19vnW03PEDvTEDQTHDQuHnLuH9QsyDYPWnVPANYPiY3nvnksyuBrAnvrj0OnymYuEDQrjc3nWE1n193nHmkn1nQP10vTHD3nW9zPjn1rj9QPj0LPHcOPWDKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHEzm1TQP1D3syNLPHEVPAEvraYOmWmvsHT3njELPAwBnWuWP9DKPTDKTHTKnzkQPWNYsjDQPjnLTHDKUMR_UTD1PjKBuH9OmW0zujckm1cv&lego_tid=42c01718-e754-4d68-9b66-080474db26c6&psid=6fd4e1a5192a4d36b65a104de2c3b702
整租|永泰站无遮挡看白云山大单间南北通透空气好家私家电齐全,800,元下田村,整租,朝南,有电梯,3号线(北延段),1室1厅35平米,白云永泰 元下田三路,https://gz.zu.anjuke.com/fangyuan/3648424188582924?isauction=2&shangquan_id=6742&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKrHmQnHbdnjEOnHNYrjbKTHnvPj9YnWEQrj9drjcOnWEKnHDzrH9KrHTknTDQsjDkTHnKnH0zPj0vP1EznW0YPEDdrE7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3PjDvnH0YnjTzPHb1P1bzTHmKTHDKn1T3mHRWPhDVnvELuBYYP1T1sHbzuj0VuyDQrAR-ujNQPhm3THD3nW9YnHmQP1EkPWbvrH9dPWTKnH9zrjEQPWDLPjTYrj0zP1TYnTDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKmHDOryNkmhmVPymkraYYrHT3sH6Wnj9VP1DkPAcQnvmOuW6WTEDYTEDKnTD1sjDvPHb_PW0Yn9DQTyOdUAkKmvnzmhF-rHKhn1bkryNQnk&lego_tid=a199e0bf-5f08-4908-8c08-7104b13f9f8c&psid=6fd4e1a5192a4d36b65a104de2c3b702
恒大御府 精装修两房 南向 采光通风好 价格实惠 拎包入住,5200,恒大御府,整租,朝南,有电梯,3号线(北延段),2室2厅71.2平米,白云梅花园 怡新路,https://gz.zu.anjuke.com/fangyuan/3688317029638146?isauction=2&shangquan_id=11450&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTdP1D3nWEvrHczrjDOTED1PW93n1DLnjcOPWn3nHEvTHDYnjTkTHDYnjTkTHD_nHTKnkDQP1cYP1mLPjczP1EdTHmkTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9zPjNznWcLPHnQnj0OP1DKP9DKnED1PW9Lnv7-PzdWuyNOsHEQPvNVrH66radWryP6n1wBm1IBmyDKnH9zrjcYPHczPjnQn1n3rHTdP9DQrjc3nWEdnWcYnW93nWTvrjN1TEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPT76rj7Bn1m3PzYvPWc3sHEQrjnVmhwhriYkPWcOmHwWPyw-ryNKTHEKTEDkTHn_nHmdrikQnHEdnTDQTyOdUAkKmyczn17BrH0dPHPhrHu6PE&lego_tid=a81b3687-6628-4183-bdf9-0629a4c5de9e&psid=6fd4e1a5192a4d36b65a104de2c3b702
